z,n,symbol,% abundance,half_life annum,atomic_mass AMU
0,1,n, ,613.9,1.0086649159
0,4,n, ,2.6,#VALUE!
0,6,n, , ,#VALUE!
1,0,H,99.9855,STABLE,1.007825031898
1,1,H,0.0145,STABLE,2.014101777844
1,2,H, ,12.32,3.01604928132
1,3,H, , ,4.026431867
1,4,H, ,5.3,5.035311492
1,5,H, ,1.55,6.044955437
1,6,H, ,0.09,7.052749
2,1,He,0.0002,STABLE,3.01602932197
2,2,He,99.9998,STABLE,4.00260325413
2,3,He, ,0.648,5.012057224
2,4,He, ,806.7,6.018885889
2,5,He, ,150,7.027990652
2,6,He, ,119.1,8.033934388
2,7,He, , ,9.043946414
2,8,He, ,300,10.052815306
3,1,Li, , ,4.027185561
3,2,Li, ,1.23,5.0125378
3,3,Li,4.85,STABLE,6.01512288742
3,4,Li,95.15,STABLE,7.01600343426
3,5,Li, ,839.9,8.022486244
3,6,Li, ,178.3,9.026790191
3,7,Li, , ,10.035483453
3,8,Li, ,8.75,11.043723581
3,9,LI, , ,12.052613942
4,2,Be, ,92,6.019726409
4,3,Be, ,53.22,7.016928714
4,4,Be, ,5.57,8.005305102
4,5,Be,100,STABLE,9.012183062
4,6,Be, ,1510000,10.013534692
4,7,Be, ,13.76,11.02166108
4,8,Be, ,21.46,12.026922082
4,9,Be, ,2.7E-21,13.036134506
4,10,Be, ,4.35,14.04289292
4,11,Be, ,0.58,15.053490215
4,12,Be, ,0.8,16.061672036
5,2,B, ,801,7.029712
5,3,B, ,770,8.024607315
5,4,B, ,0.54,9.013329645
5,5,B,19.65,STABLE,10.012936862
5,6,B,80.35,STABLE,11.009305166
5,7,B, ,20.2,12.014352638
5,8,B, ,17.33,13.017779981
5,9,B, ,12.5,14.02540401
5,10,B, ,9.93,15.031087023
5,11,B, ,100,16.039841045
5,12,B, ,5.08,17.046931399
5,13,B, , ,18.055601683
5,14,B, ,2.92,19.064166
5,15,B, ,500,20.074505644
5,16,B, ,600,21.084147485
6,2,C, ,130,8.037643039
6,3,C, ,126.5,9.031037202
6,4,C, ,19.29,10.016853217
6,5,C, ,20.364,11.011432597
6,6,C,98.94,STABLE,12
6,7,C,1.06,STABLE,13.00335483534
6,8,C, ,5700,14.00324198862
6,9,C, ,2.449,15.010599256
6,10,C, ,0.747,16.014701255
6,11,C, ,193,17.02257865
6,12,C, ,92,18.02675193
6,13,C, ,46.3,19.034797594
6,14,C, ,16.3,20.040261732
6,16,C, ,6.1,22.05755399
7,3,N, ,2.5,10.04165354
7,4,N, ,830,11.026157593
7,5,N, ,11,12.01861318
7,6,N, ,9.965,13.005738609
7,7,N,99.6205,STABLE,14.00307400425
7,8,N,0.3795,STABLE,15.00010889827
7,9,N, ,7.13,16.006101925
7,10,N, ,4.173,17.008448876
7,11,N, ,619,18.014077563
7,12,N, ,336,19.017022389
7,13,N, ,134.4,20.023367295
7,14,N, ,84,21.027087573
7,15,N, ,23,22.034100918
7,16,N, ,14.1,23.039421
7,17,N, ,52,24.05039
8,3,O, ,1.3,11.051249828
8,4,O, ,72,12.034367726
8,5,O, ,8.58,13.024815435
8,6,O, ,70.606,14.008596706
8,7,O, ,122.24,15.003065636
8,8,O,99.757,STABLE,15.99491461926
8,9,O,0.03835,STABLE,16.99913175595
8,10,O,0.2045,STABLE,17.99915961214
8,11,O, ,26.88,19.003577969
8,12,O, ,13.51,20.004075357
8,13,O, ,3.42,21.008654948
8,14,O, ,2.25,22.009965744
8,15,O, ,97,23.015696686
8,16,O, ,65,24.019861
8,18,O, ,4.5,26.037210155
9,4,F, ,1.01,13.045121
9,5,F, ,910,14.034315196
9,6,F, ,660,15.017785139
9,7,F, ,40,16.011460278
9,8,F, ,64.49,17.002095237
9,9,F, ,109.77,18.000937324
9,10,F,100,STABLE,18.99840316207
9,11,F, ,11.07,19.999981252
9,12,F, ,4.158,20.999948893
9,13,F, ,4.23,22.002998812
9,14,F, ,2.23,23.003526875
9,15,F, ,390,24.00809937
9,16,F, ,80,25.012167727
9,17,F, ,8.2,26.020048065
9,18,F, ,5,27.026981897
9,19,F, ,0.046,28.035860448
9,20,F, ,2.5,29.043103
9,21,F, , ,30.052561
9,22,F, ,260,31.061023
10,5,Ne, ,0.59,15.043172977
10,6,Ne, ,80,16.02575086
10,7,Ne, ,109.2,17.017713962
10,8,Ne, ,1672,18.005708696
10,9,Ne, ,17.22,19.001880906
10,10,Ne,90.48,STABLE,19.99244017525
10,11,Ne,0.27,STABLE,20.993846685
10,12,Ne,9.25,STABLE,21.991385113
10,13,Ne, ,37.25,22.994466905
10,14,Ne, ,3.38,23.993610649
10,15,Ne, ,602,24.997814797
10,16,Ne, ,197,26.000516496
10,17,Ne, ,31.5,27.007569462
10,18,Ne, ,20,28.012130767
10,19,Ne, ,15,29.019753
10,20,Ne, ,7.3,30.024992235
10,21,Ne, ,3.4,31.033474816
10,22,Ne, ,3.5,32.03972
10,23,Ne, ,180,33.049523
10,24,Ne, ,60,34.056728
11,6,Na, , ,17.037273
11,7,Na, ,0.2,18.026879388
11,8,Na, ,40,19.013880264
11,9,Na, ,447.9,20.007354301
11,10,Na, ,22.49,20.997654459
11,11,Na, ,2.6018,21.994437547
11,12,Na,100,STABLE,22.98976928195
11,13,Na, ,14.997,23.990963012
11,14,Na, ,59.1,24.989953974
11,15,Na, ,1.07128,25.992634649
11,16,Na, ,301,26.994076408
11,17,Na, ,30.5,27.998939
11,18,Na, ,44.1,29.002877091
11,19,Na, ,48,30.009097931
11,20,Na, ,17.35,31.013146654
11,21,Na, ,13.2,32.020011024
11,22,Na, ,8,33.025529
11,23,Na, ,5.5,34.03401
11,24,Na, ,1.8,35.040614
11,25,Na, ,180,36.049279
11,26,Na, ,60,37.057042
12,7,Mg, ,0.000114,19.03417992
12,8,Mg, ,90.4,20.018763075
12,9,Mg, ,122,21.011705764
12,10,Mg, ,3.8755,21.999570597
12,11,Mg, ,11.3046,22.994123768
12,12,Mg,78.965,STABLE,23.985041689
12,13,Mg,10.011,STABLE,24.985836966
12,14,Mg,11.025,STABLE,25.982592972
12,15,Mg, ,9.458,26.984340647
12,16,Mg, ,20.915,27.983875426
12,17,Mg, ,1.3,28.988607163
12,18,Mg, ,335,29.990465454
12,19,Mg, ,236,30.996648232
12,20,Mg, ,86,31.999110138
12,21,Mg, ,90.5,33.005327862
12,22,Mg, ,20,34.008935455
12,23,Mg, ,11.3,35.01679
12,24,Mg, ,7.6,36.021879
12,25,Mg, ,8,37.030286265
12,26,Mg, , ,38.03658
12,27,Mg, ,180,39.045921
12,28,Mg, , ,40.053194
13,8,Al, ,35,21.029082
13,9,Al, ,91.1,22.01954
13,10,Al, ,446,23.007244351
13,11,Al, ,2.053,23.999947598
13,12,Al, ,7.183,24.990428308
13,13,Al, ,717000,25.986891876
13,14,Al,100,STABLE,26.981538408
13,15,Al, ,2.245,27.981910009
13,16,Al, ,6.56,28.980453164
13,17,Al, ,3.62,29.982969171
13,18,Al, ,644,30.983949754
13,19,Al, ,33,31.988084338
13,20,Al, ,41.7,32.990877685
13,21,Al, ,56.3,33.996781924
13,22,Al, ,38.3,34.999759816
13,23,Al, ,90,36.006388
13,24,Al, ,10.7,37.010531
13,25,Al, ,9,38.017681
13,26,Al, ,7.6,39.02307
13,27,Al, ,260,40.03094
13,28,Al, , ,41.037134
13,29,Al, ,170,42.045078
13,30,Al, ,170,43.05182
14,8,Si, ,29,22.036114
14,9,Si, ,42.3,23.025711
14,10,Si, ,140,24.01153543
14,11,Si, ,220,25.004108798
14,12,Si, ,2.2453,25.992333818
14,13,Si, ,4.15,26.986704687
14,14,Si,92.2545,STABLE,27.97692653442
14,15,Si,4.672,STABLE,28.97649466434
14,16,Si,3.0735,STABLE,29.973770137
14,17,Si, ,157.36,30.975363196
14,18,Si, ,157,31.974151538
14,19,Si, ,6.11,32.977976964
14,20,Si, ,2.77,33.978538045
14,21,Si, ,0.78,34.984550111
14,22,Si, ,0.45,35.986649271
14,23,Si, ,90,36.992945191
14,24,Si, ,63,37.995523
14,25,Si, ,47.5,39.002491
14,26,Si, ,33,40.006083641
14,27,Si, ,20,41.014171
14,28,Si, ,12.5,42.018078
14,29,Si, ,60,43.026119
14,30,Si, ,360,44.031466
15,10,P, ,30,25.021675
15,11,P, ,43.7,26.01178
15,12,P, ,260,26.999292499
15,13,P, ,270.3,27.99232646
15,14,P, ,4.142,28.981800368
15,15,P, ,2.498,29.97831349
15,16,P,100,STABLE,30.97376199768
15,17,P, ,14.268,31.973907643
15,18,P, ,25.35,32.971725692
15,19,P, ,12.43,33.973645886
15,20,P, ,47.3,34.973314045
15,21,P, ,5.6,35.97825961
15,22,P, ,2.31,36.979606942
15,23,P, ,0.64,37.984303105
15,24,P, ,0.28,38.986285865
15,25,P, ,150,39.991262221
15,26,P, ,101,40.994654
15,27,P, ,48.5,42.00117214
15,28,P, ,36.5,43.005411
15,29,P, ,18.5,44.011927
15,30,P, ,200,45.017134
15,31,P, , ,46.02452
16,10,S, ,79,26.029716
16,11,S, ,15.5,27.018777
16,12,S, ,125,28.004372762
16,13,S, ,188,28.996678
16,14,S, ,1.178,29.98490677
16,15,S, ,2.5534,30.979557002
16,16,S,94.85,STABLE,31.97207117354
16,17,S,0.763,STABLE,32.97145890862
16,18,S,4.365,STABLE,33.967867011
16,19,S, ,87.37,34.969032321
16,20,S,0.0158,STABLE,35.967080692
16,21,S, ,5.05,36.9711255
16,22,S, ,170.3,37.9711633
16,23,S, ,11.5,38.97513385
16,24,S, ,8.8,39.975482561
16,25,S, ,1.99,40.979593451
16,26,S, ,1.016,41.9810651
16,27,S, ,265,42.986907635
16,28,S, ,100,43.990118846
16,29,S, ,68,44.996414
16,30,S, ,50,46.000687
16,32,S, ,200,48.013301
17,12,Cl, ,20,29.015053
17,13,Cl, ,30,30.005018333
17,14,Cl, ,190,30.992448097
17,15,Cl, ,298,31.985684605
17,16,Cl, ,2.511,32.977451988
17,17,Cl, ,1.5266,33.97376249
17,18,Cl,75.8,STABLE,34.968852694
17,19,Cl, ,301300,35.968306822
17,20,Cl,24.2,STABLE,36.965902573
17,21,Cl, ,37.23,37.968010408
17,22,Cl, ,56.2,38.968008151
17,23,Cl, ,1.35,39.970415466
17,24,Cl, ,38.4,40.970684525
17,25,Cl, ,6.8,41.973342
17,26,Cl, ,3.13,42.9740637
17,27,Cl, ,0.56,43.978014918
17,28,Cl, ,413,44.980394353
17,29,Cl, ,232,45.985254926
17,30,Cl, ,101,46.989715
17,31,Cl, ,200,47.995405
17,32,Cl, ,170,49.000794
17,33,Cl, , ,50.008266
17,34,Cl, , ,51.015341
17,35,Cl, , ,52.024004
18,12,Ar, ,10,30.023694
18,13,Ar, ,14.4,31.012158
18,14,Ar, ,98,31.997637824
18,15,Ar, ,173,32.989925545
18,16,Ar, ,843.8,33.980270092
18,17,Ar, ,1.7756,34.975257719
18,18,Ar,0.3336,STABLE,35.967545106
18,19,Ar, ,35.011,36.966776301
18,20,Ar,0.0629,STABLE,37.962732102
18,21,Ar, ,268,38.964313037
18,22,Ar,99.6035,STABLE,39.96238312204
18,23,Ar, ,109.61,40.96450057
18,24,Ar, ,32.9,41.963045737
18,25,Ar, ,5.37,42.965636056
18,26,Ar, ,11.87,43.964923814
18,27,Ar, ,21.48,44.968039731
18,28,Ar, ,8.4,45.968039244
18,29,Ar, ,1.23,46.972767112
18,30,Ar, ,475,47.976001
18,31,Ar, ,170,48.981685
18,32,Ar, ,106,49.985797
18,33,Ar, , ,50.993033
18,34,Ar, , ,51.998519
18,35,Ar, ,620,53.00729
19,14,K, ,25,33.008095
19,15,K, ,25,33.99869
19,16,K, ,178,34.988005406
19,17,K, ,341,35.981301887
19,18,K, ,1.225,36.97337589
19,19,K, ,7.651,37.969081114
19,20,K,93.2581,STABLE,38.96370648482
19,21,K,0.0117,1248000000,39.963998165
19,22,K,6.7302,STABLE,40.96182525611
19,23,K, ,12.355,41.962402305
19,24,K, ,22.3,42.960734701
19,25,K, ,22.13,43.961586984
19,26,K, ,17.81,44.960691491
19,27,K, ,105,45.961981584
19,28,K, ,17.5,46.961661612
19,29,K, ,6.8,47.965341184
19,30,K, ,1.26,48.968210753
19,31,K, ,472,49.972380015
19,32,K, ,365,50.975828664
19,33,K, ,110,51.981602
19,34,K, ,30,52.9868
19,35,K, ,10,53.994471
19,36,K, ,360,55.000505
19,37,K, ,620,56.008567
20,14,Ca, ,35,34.015985
20,15,Ca, ,25.7,35.005572
20,16,Ca, ,101.2,35.993074388
20,17,Ca, ,181.1,36.985897849
20,18,Ca, ,443.76,37.976319223
20,19,Ca, ,860.3,38.970710811
20,20,Ca,96.941,STABLE,39.96259085
20,21,Ca, ,99400,40.962277905
20,22,Ca,0.647,STABLE,41.95861778
20,23,Ca,0.135,STABLE,42.958766381
20,24,Ca,2.086,STABLE,43.955481489
20,25,Ca, ,162.61,44.95618627
20,26,Ca,0.004,STABLE,45.953687726
20,27,Ca, ,4.536,46.954541134
20,28,Ca,0.187,1.9E+019,47.952522654
20,29,Ca, ,8.718,48.955662625
20,30,Ca, ,13.45,49.957499215
20,31,Ca, ,10,50.960995663
20,32,Ca, ,4.6,51.963213646
20,33,Ca, ,461,52.968451
20,34,Ca, ,107,53.972989
20,35,Ca, ,22,54.979978
20,36,Ca, ,11,55.985496
20,37,Ca, ,620,56.992958
20,38,Ca, ,620,57.998357
21,17,Sc, , ,37.995438
21,18,Sc, ,300,38.984784953
21,19,Sc, ,182.3,39.977967275
21,20,Sc, ,596.3,40.969251163
21,21,Sc, ,680.79,41.965516686
21,22,Sc, ,3.891,42.961150425
21,23,Sc, ,3.97,43.959402818
21,24,Sc,100,STABLE,44.955907051
21,25,Sc, ,83.79,45.955167034
21,26,Sc, ,3.3492,46.952402444
21,27,Sc, ,43.67,47.952222903
21,28,Sc, ,57.18,48.950013159
21,29,Sc, ,102.5,49.952187437
21,30,Sc, ,12.4,50.953568838
21,31,Sc, ,8.2,51.95649617
21,32,Sc, ,2.6,52.958379173
21,33,Sc, ,526,53.963029359
21,34,Sc, ,105,54.966889637
21,35,Sc, ,26,55.972607611
21,36,Sc, ,13,56.977048
21,37,Sc, ,12,57.983382
21,38,Sc, , ,58.988374
21,40,Sc, , ,61.000537
22,16,Ti, ,120,38.012206
22,17,Ti, ,28.5,39.002684
22,18,Ti, ,52.4,39.990345146
22,19,Ti, ,81.9,40.983148
22,20,Ti, ,208.65,41.973049369
22,21,Ti, ,509,42.96852842
22,22,Ti, ,59.1,43.959689936
22,23,Ti, ,184.8,44.958120758
22,24,Ti,8.25,STABLE,45.952626356
22,25,Ti,7.44,STABLE,46.951757491
22,26,Ti,73.72,STABLE,47.947940677
22,27,Ti,5.41,STABLE,48.947864391
22,28,Ti,5.18,STABLE,49.944785622
22,29,Ti, ,5.76,50.946609468
22,30,Ti, ,1.7,51.946883509
22,31,Ti, ,32.7,52.949670714
22,32,Ti, ,2.1,53.950892
22,33,Ti, ,1.3,54.955091
22,34,Ti, ,0.2,55.957677675
22,35,Ti, ,98,56.963068098
22,36,Ti, ,58,57.966808519
22,37,Ti, ,28.5,58.972217
22,38,Ti, ,22,59.976275
22,39,TI, ,15,60.982426
22,40,TI, ,620,61.986903
22,41,TI, ,360,62.993709
22,42,Ti, ,620,63.998411
23,19,V, ,55,41.99182
23,20,V, ,79.3,42.980766
23,21,V, ,111,43.974440977
23,22,V, ,547,44.965768498
23,23,V, ,422.5,45.960197389
23,24,V, ,32.6,46.954903558
23,25,V, ,15.9735,47.9522509
23,26,V, ,330,48.948510509
23,27,V,0.25,2.65E+017,49.947156681
23,28,V,99.75,STABLE,50.943957664
23,29,V, ,3.743,51.944773636
23,30,V, ,1.543,52.94433494
23,31,V, ,49.8,53.946432009
23,32,V, ,6.54,54.947262
23,33,V, ,0.216,55.950420082
23,34,V, ,0.32,56.952297
23,35,V, ,191,57.956595985
23,36,V, ,97,58.959623343
23,37,V, ,122,59.964479215
23,38,V, ,48.3,60.967603529
23,39,V, ,33.6,61.972932556
23,40,V, ,17,62.976661
23,41,V, ,15,63.98248
23,42,V, ,360,64.986999
23,43,V, ,360,65.993237
23,44,V, ,620,66.998128
24,18,Cr, ,13.3,42.007579
24,19,Cr, ,21.2,42.997885
24,20,Cr, ,42.8,43.985591
24,21,Cr, ,60.9,44.97905
24,22,Cr, ,0.26,45.968360969
24,23,Cr, ,500,46.962894995
24,24,Cr, ,21.56,47.954029431
24,25,Cr, ,42.3,48.95133372
24,26,Cr,4.345,1.3E+018,49.946042209
24,27,Cr, ,27.704,50.944765388
24,28,Cr,83.789,STABLE,51.940504714
24,29,Cr,9.501,STABLE,52.940646304
24,30,Cr,2.365,STABLE,53.938877359
24,31,Cr, ,3.497,54.940836637
24,32,Cr, ,5.94,55.940648977
24,33,Cr, ,21.1,56.943612112
24,34,Cr, ,7,57.944184501
24,35,Cr, ,0.74,58.948345426
24,36,Cr, ,0.49,59.949641656
24,37,Cr, ,234,60.95437813
24,38,Cr, ,206,61.95614292
24,39,Cr, ,129,62.961161
24,40,Cr, ,43,63.963886
24,41,Cr, ,27,64.969608
24,42,Cr, ,24,65.973011
24,44,Cr, ,360,67.983156
24,45,Cr, ,620,68.989662
24,46,Cr, ,620,69.993945
25,19,Mn, ,105,44.008009
25,20,Mn, , ,44.994654
25,21,Mn, ,36.2,45.986669
25,22,Mn, ,100,46.975774
25,23,Mn, ,158.1,47.96854876
25,24,Mn, ,382,48.95961335
25,25,Mn, ,283.19,49.954238157
25,26,Mn, ,46.2,50.94820877
25,27,Mn, ,5.591,51.94555909
25,28,Mn, ,3700000,52.941287497
25,29,Mn, ,312.2,53.940355772
25,30,Mn,100,STABLE,54.93804304
25,31,Mn, ,2.5789,55.938902816
25,32,Mn, ,85.4,56.938285944
25,33,Mn, ,3,57.940066643
25,34,Mn, ,4.59,58.940391111
25,35,Mn, ,0.28,59.943136574
25,36,Mn, ,0.709,60.944452541
25,37,Mn, ,92,61.947907384
25,38,Mn, ,0.275,62.949664672
25,39,Mn, ,90,63.953849369
25,40,Mn, ,92,64.956019749
25,41,Mn, ,65,65.960546833
25,42,Mn, ,47,66.96395
25,43,Mn, ,28,67.968953
25,44,Mn, ,16,68.972775
25,45,Mn, ,19.9,69.978046
25,46,Mn, ,637,70.982158
25,47,Mn, ,620,71.988009
25,48,Mn, , ,72.992807
26,19,Fe, ,1.89,45.015467
26,20,Fe, ,13,46.001299
26,21,Fe, ,21.8,46.992346
26,22,Fe, ,44,47.980667
26,23,Fe, ,64.7,48.973429
26,24,Fe, ,152,49.962988
26,25,Fe, ,305,50.956855137
26,26,Fe, ,8.275,51.948113364
26,27,Fe, ,8.51,52.945305629
26,28,Fe,5.845,STABLE,53.939608189
26,29,Fe, ,2.744,54.938291158
26,30,Fe,91.754,STABLE,55.934935537
26,31,Fe,2.119,STABLE,56.93539195
26,32,Fe,0.282,STABLE,57.933273575
26,33,Fe, ,44.49,58.934873492
26,34,Fe, ,2620000,59.934070249
26,35,Fe, ,5.98,60.936746241
26,36,Fe, ,68,61.936791809
26,37,Fe, ,6.1,62.940272698
26,38,Fe, ,2,63.940987761
26,39,Fe, ,0.81,64.945015323
26,40,Fe, ,440,65.946249958
26,41,Fe, ,0.6,66.95093
26,42,Fe, ,188,67.952875
26,43,Fe, ,110,68.957918
26,44,Fe, ,65,69.960397
26,45,Fe, ,28,70.965722
26,46,Fe, ,150,71.968599
26,47,Fe, ,12.9,72.974246
26,48,Fe, ,8.2,73.977821
26,49,Fe, ,620,74.984219
27,23,Co, ,38.8,49.981117
27,24,Co, ,68.8,50.970647
27,25,Co, ,104,51.963130224
27,26,Co, ,240,52.954203278
27,27,Co, ,193.28,53.948459075
27,28,Co, ,17.53,54.941996416
27,29,Co, ,77.236,55.939838032
27,30,Co, ,271.74,56.936289819
27,31,Co, ,70.86,57.935751292
27,32,Co,100,STABLE,58.933193524
27,33,Co, ,1925.28,59.933815536
27,34,Co, ,1.649,60.932476031
27,35,Co, ,1.54,61.934058198
27,36,Co, ,27.4,62.93359963
27,37,Co, ,0.3,63.935810176
27,38,Co, ,1.16,64.936462071
27,39,Co, ,0.2,65.939442943
27,40,Co, ,0.425,66.940609625
27,41,Co, ,0.2,67.944559401
27,42,Co, ,227,68.945909
27,43,Co, ,112,69.9500534
27,44,Co, ,80,70.952366923
27,45,Co, ,59.9,71.956736
27,46,Co, ,40.7,72.959238
27,47,Co, ,31.3,73.963993
27,48,Co, ,30,74.967192
27,49,Co, ,21.7,75.972453
27,50,Co, ,13,76.976479
28,20,Ni, ,2.1,48.019515
28,21,Ni, ,7.5,49.009157
28,22,Ni, ,18.5,49.996286
28,23,Ni, ,23.8,50.987493
28,24,Ni, ,40.8,51.975781
28,25,Ni, ,55.2,52.96819
28,26,Ni, ,114.2,53.957833
28,27,Ni, ,204.7,54.951329846
28,28,Ni, ,6.075,55.942127761
28,29,Ni, ,35.6,56.939791394
28,30,Ni,68.0769,STABLE,57.93534165
28,31,Ni, ,76000,58.934345442
28,32,Ni,26.2231,STABLE,59.930785129
28,33,Ni,1.1399,STABLE,60.931054819
28,34,Ni,3.6345,STABLE,61.928344753
28,35,Ni, ,101.2,62.929669021
28,36,Ni,0.9256,STABLE,63.927966228
28,37,Ni, ,2.5175,64.930084585
28,38,Ni, ,54.6,65.929139333
28,39,Ni, ,21,66.931569413
28,40,Ni, ,29,67.931868787
28,41,Ni, ,11.4,68.935610267
28,42,Ni, ,6,69.9364313
28,43,Ni, ,2.56,70.940518962
28,44,Ni, ,1.57,71.941785924
28,45,Ni, ,0.84,72.946206681
28,46,Ni, ,507.7,73.947718
28,47,Ni, ,344,74.952506
28,48,Ni, ,0.238,75.954707
28,49,Ni, ,158.9,76.959903
28,50,Ni, ,0.11,77.962555
28,51,NI, ,43,78.969769
28,52,Ni, ,24,79.975051
28,54,Ni, , ,81.988492
29,24,Cu, ,130,52.985894
29,25,Cu, ,75,53.977198
29,26,Cu, ,40,54.966038
29,27,Cu, ,93,55.958529278
29,28,Cu, ,196.3,56.949211686
29,29,Cu, ,3.204,57.944532283
29,30,Cu, ,81.5,58.939496713
29,31,Cu, ,23.7,59.937363787
29,32,Cu, ,3.339,60.933457375
29,33,Cu, ,9.67,61.932594803
29,34,Cu,69.15,STABLE,62.929597119
29,35,Cu, ,12.701,63.929764001
29,36,Cu,30.85,STABLE,64.927789476
29,37,Cu, ,5.12,65.928868804
29,38,Cu, ,61.83,66.92772949
29,39,Cu, ,30.9,67.929610887
29,40,Cu, ,2.85,68.929429267
29,41,Cu, ,44.5,69.932392078
29,42,Cu, ,19.4,70.932676831
29,43,Cu, ,6.63,71.935820306
29,44,Cu, ,4.2,72.936674376
29,45,Cu, ,1.63,73.93987486
29,46,Cu, ,1.224,74.941523817
29,47,Cu, ,0.641,75.945268974
29,48,Cu, ,469.8,76.947543599
29,49,Cu, ,335,77.951916524
29,50,Cu, ,241,78.9544731
29,51,Cu, ,113.6,79.960623
29,52,Cu, ,73.2,80.965743
29,53,Cu, ,33,81.972378
30,24,Zn, ,1.59,53.993879
30,25,Zn, ,20,54.984681
30,26,Zn, ,30,55.972743
30,27,Zn, ,40,56.965056
30,28,Zn, ,86.7,57.954590296
30,29,Zn, ,178.6,58.949311886
30,30,Zn, ,2.38,59.941841317
30,31,Zn, ,89.1,60.939506964
30,32,Zn, ,9.193,61.934333359
30,33,Zn, ,38.47,62.93321114
30,34,Zn,49.17,STABLE,63.929141776
30,35,Zn, ,243.93,64.929240534
30,36,Zn,27.73,STABLE,65.926033639
30,37,Zn,4.04,STABLE,66.927127422
30,38,Zn,18.45,STABLE,67.924844232
30,39,Zn, ,56.4,68.92655036
30,40,Zn,0.61,3.8E+018,69.925319175
30,41,Zn, ,2.45,70.927719578
30,42,Zn, ,46.5,71.926842806
30,43,Zn, ,24.5,72.92958258
30,44,Zn, ,95.6,73.92940726
30,45,Zn, ,10.2,74.932840244
30,46,Zn, ,5.7,75.933114956
30,47,Zn, ,2.08,76.936887197
30,48,Zn, ,1.47,77.938289204
30,49,Zn, ,0.746,78.942638067
30,50,Zn, ,561.9,79.944552929
30,51,Zn, ,0.32,80.950402617
30,52,Zn, ,166,81.954574097
30,53,Zn, ,117,82.961041
30,54,Zn, ,633,83.965829
30,55,Zn, ,637,84.973054
31,28,Ga, ,43,58.963757
31,29,Ga, ,70,59.957498
31,30,Ga, ,167,60.949398861
31,31,Ga, ,116.121,61.944189639
31,32,Ga, ,32.4,62.939294194
31,33,Ga, ,2.627,63.936840366
31,34,Ga, ,15.2,64.932734424
31,35,Ga, ,9.49,65.931589766
31,36,Ga, ,3.2617,66.928202276
31,37,Ga, ,67.71,67.927980161
31,38,Ga,60.108,STABLE,68.925573528
31,39,Ga, ,21.14,69.926021914
31,40,Ga,39.892,STABLE,70.924702554
31,41,Ga, ,14.1,71.926367452
31,42,Ga, ,4.86,72.92517468
31,43,Ga, ,8.12,73.926945725
31,44,Ga, ,126,74.926504484
31,45,Ga, ,32.6,75.928827624
31,46,Ga, ,13.2,76.929154299
31,47,Ga, ,5.09,77.931610854
31,48,Ga, ,2.848,78.932851582
31,49,Ga, ,1.9,79.936420773
31,50,Ga, ,1.217,80.938133841
31,51,Ga, ,0.6,81.943176531
31,52,Ga, ,308.1,82.9471203
31,53,Ga, ,0.085,83.952663
31,54,Ga, ,92,84.957333
31,55,Ga, ,43,85.963757
31,56,Ga, ,634,86.969007
32,27,Ge, ,13.3,58.982426
32,28,Ge, ,110,59.970445
32,29,Ge, ,44,60.963725
32,30,Ge, ,129,61.954761
32,31,Ge, ,150,62.949628
32,32,Ge, ,63.7,63.941689912
32,33,Ge, ,30.9,64.939368136
32,34,Ge, ,2.26,65.933862124
32,35,Ge, ,18.9,66.932716999
32,36,Ge, ,270.93,67.928095305
32,37,Ge, ,39.05,68.927964467
